"IPAddress","Port","User","BindType"
"172.17.99.180","55960","IHLE\xprweb","Simple"
"172.17.99.180","55959","IHLE\xprweb","Simple"
"172.17.99.180","55956","IHLE\xprweb","Simple"
"172.17.91.1","60951","IHLE\compdata","Simple"
"172.17.91.1","60613","IHLE\compdata","Simple"
"172.17.91.1","60612","IHLE\compdata","Simple"
"172.17.91.1","60611","IHLE\compdata","Simple"
"172.17.91.1","60610","IHLE\compdata","Simple"
"172.17.91.1","60609","IHLE\compdata","Simple"
"172.17.91.1","60549","IHLE\compdata","Simple"
"172.17.91.1","60548","IHLE\compdata","Simple"
"172.17.91.1","60547","IHLE\compdata","Simple"
"172.17.91.1","60546","IHLE\compdata","Simple"
"172.17.91.1","60545","IHLE\compdata","Simple"
"172.17.91.1","60331","IHLE\compdata","Simple"
"172.17.91.1","60330","IHLE\compdata","Simple"
"172.17.91.1","60329","IHLE\compdata","Simple"
"172.17.91.1","60328","IHLE\compdata","Simple"
"172.17.91.1","60327","IHLE\compdata","Simple"
"172.17.91.1","60268","IHLE\compdata","Simple"
"172.17.91.1","60267","IHLE\compdata","Simple"
"172.17.91.1","60266","IHLE\compdata","Simple"
"172.17.91.1","60265","IHLE\compdata","Simple"
"172.17.91.1","60264","IHLE\compdata","Simple"
"172.17.91.1","60202","IHLE\compdata","Simple"
"172.17.91.1","60201","IHLE\compdata","Simple"
"172.17.91.1","60200","IHLE\compdata","Simple"
"172.17.91.1","60199","IHLE\compdata","Simple"
"172.17.91.1","60198","IHLE\compdata","Simple"
"172.17.91.1","60136","IHLE\compdata","Simple"
"172.17.91.1","60135","IHLE\compdata","Simple"
"172.17.91.1","60134","IHLE\compdata","Simple"
"172.17.91.1","60133","IHLE\compdata","Simple"
"172.17.91.1","60132","IHLE\compdata","Simple"
"172.17.91.1","60125","IHLE\compdata","Simple"
"172.17.91.1","60124","IHLE\compdata","Simple"
"172.17.91.1","60123","IHLE\compdata","Simple"
"172.17.91.1","60122","IHLE\compdata","Simple"
"172.17.91.1","60121","IHLE\compdata","Simple"
"172.17.91.1","60060","IHLE\compdata","Simple"
"172.17.91.1","60059","IHLE\compdata","Simple"
"172.17.91.1","60058","IHLE\compdata","Simple"
"172.17.91.1","60057","IHLE\compdata","Simple"
"172.17.91.1","60056","IHLE\compdata","Simple"
"172.17.91.1","60028","IHLE\compdata","Simple"
"172.17.91.1","60027","IHLE\compdata","Simple"
"172.17.91.1","60026","IHLE\compdata","Simple"
"172.17.91.1","60025","IHLE\compdata","Simple"
"172.17.91.1","60024","IHLE\compdata","Simple"
"172.17.91.1","60015","IHLE\compdata","Simple"
"172.17.91.1","60014","IHLE\compdata","Simple"
"172.17.91.1","60013","IHLE\compdata","Simple"
"172.17.91.1","60012","IHLE\compdata","Simple"
"172.17.91.1","60011","IHLE\compdata","Simple"
"172.17.91.1","60008","IHLE\compdata","Simple"
"172.17.91.1","60007","IHLE\compdata","Simple"
"172.17.91.1","60006","IHLE\compdata","Simple"
"172.17.91.1","60005","IHLE\compdata","Simple"
"172.17.91.1","60004","IHLE\compdata","Simple"
"172.17.91.1","60001","IHLE\compdata","Simple"
"172.17.91.1","60000","IHLE\compdata","Simple"
"172.17.91.1","59999","IHLE\compdata","Simple"
"172.17.91.1","59998","IHLE\compdata","Simple"
"172.17.91.1","59997","IHLE\compdata","Simple"
"172.17.91.1","59803","IHLE\compdata","Simple"
"172.17.91.1","59802","IHLE\compdata","Simple"
"172.17.91.1","59801","IHLE\compdata","Simple"
"172.17.91.1","59800","IHLE\compdata","Simple"
"172.17.91.1","59799","IHLE\compdata","Simple"
"172.17.91.1","59771","IHLE\compdata","Simple"
"172.17.91.1","59770","IHLE\compdata","Simple"
"172.17.91.1","59769","IHLE\compdata","Simple"
"172.17.91.1","59768","IHLE\compdata","Simple"
"172.17.91.1","59767","IHLE\compdata","Simple"
"172.17.91.1","59760","IHLE\compdata","Simple"
"172.17.91.1","59759","IHLE\compdata","Simple"
"172.17.91.1","59758","IHLE\compdata","Simple"
"172.17.91.1","59757","IHLE\compdata","Simple"
"172.17.91.1","59756","IHLE\compdata","Simple"
"172.17.99.180","55708","IHLE\xprweb","Simple"
"172.17.99.180","55707","IHLE\xprweb","Simple"
"172.17.99.180","55704","IHLE\xprweb","Simple"
"172.17.91.1","59725","IHLE\compdata","Simple"
"172.17.91.1","59724","IHLE\compdata","Simple"
"172.17.91.1","59723","IHLE\compdata","Simple"
"172.17.91.1","59722","IHLE\compdata","Simple"
"172.17.91.1","59721","IHLE\compdata","Simple"
"172.17.99.180","55445","IHLE\xprweb","Simple"
"172.17.91.1","58577","IHLE\compdata","Simple"
"172.17.91.1","58576","IHLE\compdata","Simple"
"172.17.91.1","58575","IHLE\compdata","Simple"
"172.17.91.1","58574","IHLE\compdata","Simple"
"172.17.91.1","58573","IHLE\compdata","Simple"
"172.17.99.180","55236","IHLE\xprweb","Simple"
"172.17.99.180","55187","IHLE\xprweb","Simple"
"172.17.99.180","55186","IHLE\xprweb","Simple"
"172.17.99.180","55185","IHLE\xprweb","Simple"
"172.17.99.180","55148","IHLE\xprweb","Simple"
"172.17.99.180","55147","IHLE\xprweb","Simple"
"172.17.99.180","55146","IHLE\xprweb","Simple"
