"IPAddress","Port","User","BindType"
"172.17.99.180","61532","IHLE\xprweb","Simple"
"172.17.99.180","61517","IHLE\xprweb","Simple"
"172.17.99.180","61516","IHLE\xprweb","Simple"
"172.17.99.180","61505","IHLE\xprweb","Simple"
"172.17.99.180","61504","IHLE\xprweb","Simple"
"172.17.99.180","61495","IHLE\xprweb","Simple"
"172.17.99.180","61494","IHLE\xprweb","Simple"
"172.17.99.180","61470","IHLE\xprweb","Simple"
"172.17.99.180","61469","IHLE\xprweb","Simple"
"172.17.99.180","61436","IHLE\xprweb","Simple"
"172.17.99.180","61435","IHLE\xprweb","Simple"
"172.17.99.180","61403","IHLE\xprweb","Simple"
"172.17.99.180","61402","IHLE\xprweb","Simple"
"172.17.99.180","61365","IHLE\xprweb","Simple"
"172.17.99.180","61364","IHLE\xprweb","Simple"
"172.17.1.5","32805","IHLE\barracuda","Simple"
"172.17.99.180","61322","IHLE\xprweb","Simple"
"172.17.99.180","61321","IHLE\xprweb","Simple"
"172.17.99.180","61293","IHLE\xprweb","Simple"
"172.17.99.180","61292","IHLE\xprweb","Simple"
"172.17.99.180","61246","IHLE\xprweb","Simple"
"172.17.99.180","61245","IHLE\xprweb","Simple"
"172.17.99.180","61164","IHLE\xprweb","Simple"
"172.17.99.180","61163","IHLE\xprweb","Simple"
"172.17.99.180","61059","IHLE\xprweb","Simple"
"172.17.99.180","61058","IHLE\xprweb","Simple"
"172.17.99.180","61000","IHLE\xprweb","Simple"
"172.17.99.180","60999","IHLE\xprweb","Simple"
"172.17.99.180","60931","IHLE\xprweb","Simple"
"172.17.99.180","60930","IHLE\xprweb","Simple"
"172.17.99.180","60929","IHLE\xprweb","Simple"
"172.17.99.180","60928","IHLE\xprweb","Simple"
"172.17.99.180","60900","IHLE\xprweb","Simple"
"172.17.99.180","60899","IHLE\xprweb","Simple"
"172.17.99.180","60898","IHLE\xprweb","Simple"
"172.17.99.180","60897","IHLE\xprweb","Simple"
"172.17.99.180","60888","IHLE\xprweb","Simple"
"172.17.99.180","60887","IHLE\xprweb","Simple"
"172.17.99.180","60886","IHLE\xprweb","Simple"
"172.17.99.180","60885","IHLE\xprweb","Simple"
"172.17.99.180","60837","IHLE\xprweb","Simple"
"172.17.99.180","60836","IHLE\xprweb","Simple"
"172.17.99.180","60835","IHLE\xprweb","Simple"
"172.17.99.180","60834","IHLE\xprweb","Simple"
"172.17.99.180","60826","IHLE\xprweb","Simple"
"172.17.99.180","60825","IHLE\xprweb","Simple"
"172.17.99.180","60824","IHLE\xprweb","Simple"
"172.17.99.180","60823","IHLE\xprweb","Simple"
"172.17.99.180","60809","IHLE\xprweb","Simple"
"172.17.99.180","60808","IHLE\xprweb","Simple"
"172.17.99.180","60807","IHLE\xprweb","Simple"
"172.17.99.180","60806","IHLE\xprweb","Simple"
"172.17.99.180","60796","IHLE\xprweb","Simple"
"172.17.99.180","60795","IHLE\xprweb","Simple"
"172.17.99.180","60794","IHLE\xprweb","Simple"
"172.17.99.180","60793","IHLE\xprweb","Simple"
"172.17.99.180","60792","IHLE\xprweb","Simple"
"172.17.99.180","60791","IHLE\xprweb","Simple"
"172.17.99.180","60790","IHLE\xprweb","Simple"
"172.17.99.180","60789","IHLE\xprweb","Simple"
"172.17.99.180","60754","IHLE\xprweb","Simple"
"172.17.99.180","60753","IHLE\xprweb","Simple"
"172.17.99.180","60752","IHLE\xprweb","Simple"
"172.17.99.180","60751","IHLE\xprweb","Simple"
"172.17.99.180","60714","IHLE\xprweb","Simple"
"172.17.99.180","60713","IHLE\xprweb","Simple"
"172.17.99.180","60712","IHLE\xprweb","Simple"
"172.17.99.180","60711","IHLE\xprweb","Simple"
"172.17.1.5","41077","IHLE\barracuda","Simple"
"172.17.99.180","60583","IHLE\xprweb","Simple"
"172.17.99.180","60582","IHLE\xprweb","Simple"
"172.17.99.180","60548","IHLE\xprweb","Simple"
"172.17.99.180","60547","IHLE\xprweb","Simple"
"172.17.99.180","60539","IHLE\xprweb","Simple"
"172.17.99.180","60538","IHLE\xprweb","Simple"
"172.17.99.180","60526","IHLE\xprweb","Simple"
"172.17.99.180","60525","IHLE\xprweb","Simple"
"172.17.99.180","60494","IHLE\xprweb","Simple"
"172.17.99.180","60493","IHLE\xprweb","Simple"
"172.17.99.180","60479","IHLE\xprweb","Simple"
"172.17.99.180","60478","IHLE\xprweb","Simple"
"172.17.99.180","60468","IHLE\xprweb","Simple"
"172.17.99.180","60467","IHLE\xprweb","Simple"
"172.17.99.180","60459","IHLE\xprweb","Simple"
"172.17.99.180","60458","IHLE\xprweb","Simple"
"172.17.99.180","60457","IHLE\xprweb","Simple"
"172.17.99.180","60456","IHLE\xprweb","Simple"
"172.17.99.180","60373","IHLE\xprweb","Simple"
"172.17.99.180","60372","IHLE\xprweb","Simple"
"172.17.99.180","60189","IHLE\xprweb","Simple"
"172.17.99.180","60188","IHLE\xprweb","Simple"
"172.17.99.180","60187","IHLE\xprweb","Simple"
"172.17.99.180","60186","IHLE\xprweb","Simple"
"172.17.99.180","60071","IHLE\xprweb","Simple"
"172.17.99.180","60070","IHLE\xprweb","Simple"
"172.17.99.180","60069","IHLE\xprweb","Simple"
"172.17.99.180","60068","IHLE\xprweb","Simple"
"172.17.1.5","35358","IHLE\barracuda","Simple"
"172.17.99.180","59916","IHLE\xprweb","Simple"
"172.17.99.180","59915","IHLE\xprweb","Simple"
"172.17.99.180","59858","IHLE\xprweb","Simple"
"172.17.99.180","59857","IHLE\xprweb","Simple"
"172.17.99.180","59839","IHLE\xprweb","Simple"
"172.17.99.180","59838","IHLE\xprweb","Simple"
"172.17.99.180","59837","IHLE\xprweb","Simple"
"172.17.99.180","59836","IHLE\xprweb","Simple"
"172.17.99.180","59783","IHLE\xprweb","Simple"
"172.17.99.180","59782","IHLE\xprweb","Simple"
"172.17.99.180","59781","IHLE\xprweb","Simple"
"172.17.99.180","59780","IHLE\xprweb","Simple"
"172.17.99.180","59777","IHLE\xprweb","Simple"
"172.17.99.180","59776","IHLE\xprweb","Simple"
"172.17.99.180","59775","IHLE\xprweb","Simple"
"172.17.99.180","59774","IHLE\xprweb","Simple"
"172.17.99.180","59765","IHLE\xprweb","Simple"
"172.17.99.180","59764","IHLE\xprweb","Simple"
"172.17.99.180","59763","IHLE\xprweb","Simple"
"172.17.99.180","59762","IHLE\xprweb","Simple"
"172.17.99.180","59748","IHLE\xprweb","Simple"
"172.17.99.180","59747","IHLE\xprweb","Simple"
"172.17.99.180","59746","IHLE\xprweb","Simple"
"172.17.99.180","59745","IHLE\xprweb","Simple"
"172.17.99.180","59718","IHLE\xprweb","Simple"
"172.17.99.180","59717","IHLE\xprweb","Simple"
"172.17.99.180","59716","IHLE\xprweb","Simple"
"172.17.99.180","59715","IHLE\xprweb","Simple"
"172.17.99.180","59710","IHLE\xprweb","Simple"
"172.17.99.180","59709","IHLE\xprweb","Simple"
"172.17.99.180","59708","IHLE\xprweb","Simple"
"172.17.99.180","59707","IHLE\xprweb","Simple"
"172.17.99.180","59665","IHLE\xprweb","Simple"
"172.17.99.180","59664","IHLE\xprweb","Simple"
"172.17.99.180","59663","IHLE\xprweb","Simple"
"172.17.99.180","59662","IHLE\xprweb","Simple"
"172.17.99.180","59616","IHLE\xprweb","Simple"
"172.17.99.180","59615","IHLE\xprweb","Simple"
"172.17.99.180","59614","IHLE\xprweb","Simple"
"172.17.99.180","59613","IHLE\xprweb","Simple"
"172.17.99.180","59598","IHLE\xprweb","Simple"
"172.17.99.180","59597","IHLE\xprweb","Simple"
"172.17.99.180","59596","IHLE\xprweb","Simple"
"172.17.99.180","59595","IHLE\xprweb","Simple"
"172.17.99.180","59576","IHLE\xprweb","Simple"
"172.17.99.180","59575","IHLE\xprweb","Simple"
"172.17.99.180","59574","IHLE\xprweb","Simple"
"172.17.99.180","59573","IHLE\xprweb","Simple"
"172.17.99.180","59564","IHLE\xprweb","Simple"
"172.17.99.180","59563","IHLE\xprweb","Simple"
"172.17.99.180","59562","IHLE\xprweb","Simple"
"172.17.99.180","59561","IHLE\xprweb","Simple"
"172.17.99.180","59555","IHLE\xprweb","Simple"
"172.17.99.180","59554","IHLE\xprweb","Simple"
"172.17.99.180","59553","IHLE\xprweb","Simple"
"172.17.99.180","59552","IHLE\xprweb","Simple"
"172.17.99.180","59510","IHLE\xprweb","Simple"
"172.17.99.180","59509","IHLE\xprweb","Simple"
"172.17.99.180","59508","IHLE\xprweb","Simple"
"172.17.99.180","59507","IHLE\xprweb","Simple"
"172.17.99.180","59470","IHLE\xprweb","Simple"
"172.17.99.180","59469","IHLE\xprweb","Simple"
"172.17.99.180","59468","IHLE\xprweb","Simple"
"172.17.99.180","59467","IHLE\xprweb","Simple"
"172.17.99.180","59398","IHLE\xprweb","Simple"
"172.17.99.180","59397","IHLE\xprweb","Simple"
"172.17.99.180","59396","IHLE\xprweb","Simple"
"172.17.99.180","59395","IHLE\xprweb","Simple"
"172.17.99.180","59344","IHLE\xprweb","Simple"
"172.17.99.180","59343","IHLE\xprweb","Simple"
"172.17.99.180","59342","IHLE\xprweb","Simple"
"172.17.99.180","59341","IHLE\xprweb","Simple"
"172.17.99.180","59316","IHLE\xprweb","Simple"
"172.17.99.180","59315","IHLE\xprweb","Simple"
"172.17.99.180","59314","IHLE\xprweb","Simple"
"172.17.99.180","59313","IHLE\xprweb","Simple"
"172.17.99.180","59244","IHLE\xprweb","Simple"
"172.17.99.180","59243","IHLE\xprweb","Simple"
"172.17.99.180","59242","IHLE\xprweb","Simple"
"172.17.99.180","59241","IHLE\xprweb","Simple"
"172.17.99.180","59207","IHLE\xprweb","Simple"
"172.17.99.180","59206","IHLE\xprweb","Simple"
"172.17.99.180","59205","IHLE\xprweb","Simple"
"172.17.99.180","59204","IHLE\xprweb","Simple"
"172.17.1.5","43486","IHLE\barracuda","Simple"
"172.17.99.180","59178","IHLE\xprweb","Simple"
"172.17.99.180","59177","IHLE\xprweb","Simple"
"172.17.99.180","59176","IHLE\xprweb","Simple"
"172.17.99.180","59175","IHLE\xprweb","Simple"
"172.17.99.180","59143","IHLE\xprweb","Simple"
"172.17.99.180","59142","IHLE\xprweb","Simple"
"172.17.99.180","59141","IHLE\xprweb","Simple"
"172.17.99.180","59140","IHLE\xprweb","Simple"
"172.17.99.180","59116","IHLE\xprweb","Simple"
"172.17.99.180","59115","IHLE\xprweb","Simple"
"172.17.99.180","59114","IHLE\xprweb","Simple"
"172.17.99.180","59113","IHLE\xprweb","Simple"
"172.17.99.180","59077","IHLE\xprweb","Simple"
"172.17.99.180","59076","IHLE\xprweb","Simple"
"172.17.99.180","59075","IHLE\xprweb","Simple"
"172.17.99.180","59074","IHLE\xprweb","Simple"
"172.17.99.180","59072","IHLE\xprweb","Simple"
"172.17.99.180","59071","IHLE\xprweb","Simple"
"172.17.99.180","59070","IHLE\xprweb","Simple"
"172.17.99.180","59069","IHLE\xprweb","Simple"
"172.17.99.180","59026","IHLE\xprweb","Simple"
"172.17.99.180","59025","IHLE\xprweb","Simple"
"172.17.99.180","59024","IHLE\xprweb","Simple"
"172.17.99.180","59023","IHLE\xprweb","Simple"
"172.17.99.180","59022","IHLE\xprweb","Simple"
"172.17.99.180","59021","IHLE\xprweb","Simple"
"172.17.99.180","59020","IHLE\xprweb","Simple"
"172.17.99.180","59019","IHLE\xprweb","Simple"
"172.17.99.180","58973","IHLE\xprweb","Simple"
"172.17.99.180","58972","IHLE\xprweb","Simple"
"172.17.99.180","58971","IHLE\xprweb","Simple"
"172.17.99.180","58970","IHLE\xprweb","Simple"
"172.17.99.180","58954","IHLE\xprweb","Simple"
"172.17.99.180","58953","IHLE\xprweb","Simple"
"172.17.99.180","58952","IHLE\xprweb","Simple"
"172.17.99.180","58951","IHLE\xprweb","Simple"
"172.17.99.180","58931","IHLE\xprweb","Simple"
"172.17.99.180","58930","IHLE\xprweb","Simple"
"172.17.99.180","58929","IHLE\xprweb","Simple"
